,source,target,volume_m3,volume_perc,distancia
1785,CONS SENGES,CONS JAGUARIAIVA,,,28.807095610598793
1786,CONS SENGES,CONS ITAPORANGA,,,45.48108497666099
1787,CONS SENGES,CONS ITARARE,,,12.83817336737656
1788,CONS SENGES,CONS PONTA GROSSA,,,130.10046747877533
1789,CONS RIO BONITO,CONS NOVA FRIBURGO,,,48.140831930577974
1790,CONS RIO BONITO,CONS TERESOPOLIS,,,48.975390725700485
1791,CONS RIO BONITO,CONS SAO GONCALO,,,46.28730270752037
1792,CONS RIO BONITO,CONS ITABORAI,,,24.606709985535616
1793,CONS RIO BONITO,CONS RIO DE JANEIRO,,,62.567791093715975
1794,CONS RIO BONITO,CONS SAO PEDRO DA ALDEIA,,,55.58372973775633
1795,CONS GUARANI DE GOIAS,CONS FORMOSA,,,199.81917870416945
1796,CONS RIO CLARO,CONS PIRACICABA,,,38.497933035709515
1797,CONS RIO CLARO,CONS MOGI GUACU,,,62.99742972027399
1798,CONS RIO CLARO,CONS SAO CARLOS,,,54.39428617590178
1799,CONS RIO CLARO,CONS SAO PEDRO,,,40.10429095510675
1800,CONS RIO CLARO,CONS CORDEIROPOLIS,,,13.760829874299858
1801,CONS RIO CLARO,CONS CAPAO BONITO,,,196.83116408284877
1802,CONS PRESIDENTE EPITACIO,CONS BATAGUASSU,,,32.58440329219723
1803,CONS PRESIDENTE EPITACIO,CONS BRASILANDIA,,,57.3092467947079
1804,CONS PRESIDENTE EPITACIO,CONS PRESIDENTE VENCESLAU,,,30.012445138474387
1805,CONS PRESIDENTE EPITACIO,CONS OURINHOS,,,267.12181802659757
1806,CONS ITAPIRA,CONS JACUTINGA,,,26.925181209197923
1807,CONS ITAPIRA,CONS EXTREMA,,,69.6056837759988
1808,CONS ITAPIRA,CONS MOGI GUACU,,,14.515967387137382
1809,CONS ITAPIRA,CONS CAMPINAS,,,57.886298083785235
1810,CONS ITAPIRA,CONS CORDEIROPOLIS,,,64.85830124827265
1811,CONS ITAPIRA,CONS PIRACICABA,,,90.97473529183738
1812,CONS IGARAPAVA,CONS DELTA,,,8.57543521932042
1813,CONS IGARAPAVA,CONS SAO PAULO,,,404.783136822843
1814,CONS CHARQUEADA,CONS PIRACICABA,,,28.175084514215246
1815,CONS CHARQUEADA,CONS SAO CARLOS,,,55.89891105806879
1816,CONS CHARQUEADA,CONS SAO PEDRO,,,14.42989221387145
1817,CONS CHARQUEADA,CONS TIETE,,,67.04676776362832
1818,CONS CHARQUEADA,CONS CORDEIROPOLIS,,,33.43268458328236
1819,CONS CHARQUEADA,CONS SALTO,,,91.26805456859795
1820,CONS CASTILHO,CONS BRASILANDIA,,,71.21895997130336
1821,CONS CASTILHO,CONS ILHA SOLTEIRA,,,50.830951691502015
1822,CONS CASTILHO,CONS TRES LAGOAS,,,23.959780824790773
1823,CONS CASTILHO,CONS JUNDIAI,,,538.725261044878
1824,CONS CRISTAIS PAULISTA,CONS SAO SEBASTIAO DO PARAISO,,,72.96787281972219
1825,CONS CRISTAIS PAULISTA,CONS DELTA,,,61.14665036005627
1826,CONS CRISTAIS PAULISTA,CONS RIBEIRAO PRETO,,,94.31763866497435
1827,CONS ITIRAPINA,CONS PIRACICABA,,,55.87272815095749
1828,CONS ITIRAPINA,CONS SAO CARLOS,,,27.498643102527083
1829,CONS ITIRAPINA,CONS SAO PEDRO,,,33.85793033475138
1830,CONS ITIRAPINA,CONS CORDEIROPOLIS,,,44.872615599464154
1831,CONS ITIRAPINA,CONS SANTA CRUZ DO RIO PARDO,,,199.94288245307368
1832,CONS RUBINEIA,CONS CARNEIRINHO,,,62.59199806736038
1833,CONS RUBINEIA,CONS ILHA SOLTEIRA,,,45.162148513323736
1834,CONS RUBINEIA,CONS MIRASSOL,,,170.4348202615459
